Algorithm,Processors,Size(bytes),Avg_Latency(us)
2,32,256,13.08
2,32,512,23.79
2,32,1024,19.41
2,32,2048,32.63
2,32,4096,35.09
2,32,8192,55.45
2,32,16384,31.53
2,32,32768,39.38
2,32,65536,77.64
2,32,131072,155.84
2,32,262144,313.76
2,32,524288,645.39
2,32,1048576,1304.78
2,48,1,95.87
2,48,2,16.08
2,48,4,9.97
2,48,8,8.31
2,48,16,9.47
2,48,32,7.04
2,48,64,49.32
2,48,128,35.18
2,48,256,33.46
2,48,512,28.29
2,48,1024,32.45
2,48,2048,50.96
2,48,4096,65.08
2,48,8192,72.14
2,48,16384,55.43
2,48,32768,71.82
2,48,65536,126.42
2,48,131072,226.00
2,48,262144,456.77
2,48,524288,916.75
2,48,1048576,1780.93
2,64,1,6.12
2,64,2,16.46
2,64,4,13.78
2,64,8,19.71
2,64,16,12.12
2,64,32,8.20
2,64,64,21.87
2,64,128,53.24
2,64,256,46.70
2,64,512,36.79
2,64,1024,42.38
2,64,2048,52.18
2,64,4096,77.14
2,64,8192,122.53
2,64,16384,85.95
2,64,32768,82.74
2,64,65536,153.88
2,64,131072,280.52
2,64,262144,534.50
2,64,524288,1095.06
2,64,1048576,2166.09
2,96,1,8.52
2,96,2,43.80
2,96,4,30.99
2,96,8,12.98
2,96,16,16.96
2,96,32,12.50
2,96,64,48.71
2,96,128,78.69
2,96,256,86.46
2,96,512,50.29
2,96,1024,60.94
2,96,2048,79.85
2,96,4096,91.52
2,96,8192,287.93
2,96,16384,102.61
2,96,32768,107.81
2,96,65536,198.99
2,96,131072,360.08
2,96,262144,756.52
2,96,524288,1412.89
2,96,1048576,2929.06
2,128,1,15.95
2,128,2,75.11
2,128,4,30.12
2,128,8,21.59
2,128,16,24.90
2,128,32,23.20
2,128,64,61.64
2,128,128,118.07
2,128,256,94.63
2,128,512,75.63
2,128,1024,98.73
2,128,2048,118.30
2,128,4096,151.65
2,128,8192,212.82
2,128,16384,120.99
2,128,32768,159.75
2,128,65536,309.33
2,128,131072,490.84
2,128,262144,931.20
2,128,524288,1888.43
2,128,1048576,3734.81
2,176,1,5101.64
2,176,2,89.58
2,176,4,38.80
2,176,8,27.37
2,176,16,27.79
2,176,32,20.98
2,176,64,37.52
2,176,128,228.32
2,176,256,127.22
2,176,512,123.06
2,176,1024,127.29
2,176,2048,171.47
2,176,4096,222.57
2,176,8192,265.74
2,176,16384,203.15
2,176,32768,247.15
2,176,65536,408.54
2,176,131072,648.42
2,176,262144,1151.21
2,176,524288,2167.04
2,176,1048576,4064.28
2,224,1,4882.15
2,224,2,351.63
2,224,4,123.18
2,224,8,37.25
2,224,16,102.99
2,224,32,34.20
2,224,64,115.62
2,224,128,193.99
2,224,256,156.73
2,224,512,149.58
2,224,1024,149.79
2,224,2048,217.28
2,224,4096,285.61
2,224,8192,337.97
2,224,16384,315.25
2,224,32768,313.71
2,224,65536,484.98
2,224,131072,784.30
2,224,262144,1432.50
2,224,524288,2691.20
2,224,1048576,5473.17
2,256,1,26.66
2,256,2,19.36
2,256,4,11.96
2,256,8,10.57
2,256,16,13.27
2,256,32,23.53
2,256,64,26.05
2,256,128,97.34
2,256,256,231.52
2,256,512,190.49
2,256,1024,128.33
2,256,2048,143.25
2,256,4096,253.25
2,256,8192,329.45
2,256,16384,304.41
2,256,32768,288.01
2,256,65536,460.70
2,256,131072,867.32
2,256,262144,1576.10
2,256,524288,2932.09
2,256,1048576,5451.98
5,2,1,798.05
5,2,2,0.21
5,2,4,0.18
5,2,8,0.17
5,2,16,0.19
5,2,32,0.21
5,2,64,0.22
5,2,128,1.50
5,2,256,9.27
5,2,512,1.37
5,2,1024,1.43
5,2,2048,1.51
5,2,4096,4.71
5,2,8192,4.98
5,2,16384,6.51
5,2,32768,8.89
5,2,65536,9.25
5,2,131072,15.48
5,2,262144,27.51
5,2,524288,53.12
5,2,1048576,94.11
5,4,1,0.85
5,4,2,0.28
5,4,4,0.23
5,4,8,0.22
5,4,16,0.20
5,4,32,0.23
5,4,64,0.93
5,4,128,2.76
5,4,256,9.35
5,4,512,2.97
5,4,1024,2.74
5,4,2048,4.85
5,4,4096,10.45
5,4,8192,9.83
5,4,16384,6.10
5,4,32768,16.34
5,4,65536,15.41
5,4,131072,22.72
5,4,262144,39.44
5,4,524288,77.18
5,4,1048576,156.43
5,8,1,22.77
5,8,2,1.06
5,8,4,0.61
5,8,8,1.05
5,8,16,1.12
5,8,32,2.89
5,8,64,1.36
5,8,128,8.20
5,8,256,6.14
5,8,512,8.19
5,8,1024,20.09
5,8,2048,11.47
5,8,4096,15.36
5,8,8192,18.97
5,8,16384,16.61
5,8,32768,24.99
5,8,65536,43.12
5,8,131072,68.89
5,8,262144,124.36
5,8,524288,244.40
5,8,1048576,475.39
5,16,1,2.01
5,16,2,1.19
5,16,4,3.64
5,16,8,3.36
5,16,16,1.27
5,16,32,1.71
5,16,64,1.32
5,16,128,8.41
5,16,256,6.13
5,16,512,9.01
5,16,1024,9.10
5,16,2048,17.05
5,16,4096,21.56
5,16,8192,27.60
5,16,16384,22.35
5,16,32768,36.98
5,16,65536,73.64
5,16,131072,142.19
5,16,262144,276.45
5,16,524288,552.44
5,16,1048576,1038.55
5,32,1,2.75
5,32,2,15.33
5,32,4,3.73
5,32,8,4.45
5,32,16,3.40
5,32,32,3.29
5,32,64,6.70
5,32,128,14.18
5,32,256,13.25
5,32,512,22.41
5,32,1024,18.03
5,32,2048,31.24
5,32,4096,36.00
5,32,8192,47.46
5,32,16384,42.04
5,32,32768,71.65
5,32,65536,140.21
5,32,131072,281.66
5,32,262144,553.50
5,32,524288,1023.55
5,32,1048576,1993.24
5,48,1,176.04
5,48,2,12.67
5,48,4,9.96
5,48,8,7.67
5,48,16,7.26
5,48,32,5.43
5,48,64,7.32
5,48,128,46.60
5,48,256,28.31
5,48,512,23.07
5,48,1024,37.20
5,48,2048,40.77
5,48,4096,51.46
5,48,8192,66.57
5,48,16384,61.02
5,48,32768,95.96
5,48,65536,198.09
5,48,131072,393.48
5,48,262144,949.92
5,48,524288,1416.27
5,48,1048576,2619.69
5,64,1,14.36
5,64,2,38.41
5,64,4,7.14
5,64,8,7.13
5,64,16,6.49
5,64,32,6.94
5,64,64,13.88
5,64,128,22.92
5,64,256,28.99
5,64,512,26.79
5,64,1024,34.31
5,64,2048,36.52
5,64,4096,60.03
5,64,8192,81.52
5,64,16384,71.34
5,64,32768,128.68
5,64,65536,229.33
5,64,131072,483.11
5,64,262144,926.10
5,64,524288,1787.29
5,64,1048576,3300.99
5,96,1,15.45
5,96,2,36.24
5,96,4,13.26
5,96,8,7.66
5,96,16,10.68
5,96,32,16.70
5,96,64,10.07
5,96,128,38.97
5,96,256,42.46
5,96,512,38.27
5,96,1024,52.53
5,96,2048,55.92
5,96,4096,64.32
5,96,8192,84.14
5,96,16384,112.32
5,96,32768,214.84
5,96,65536,445.65
5,96,131072,760.96
5,96,262144,1607.65
5,96,524288,2683.27
5,96,1048576,4608.53
5,128,1,6.47
5,128,2,33.75
5,128,4,11.37
5,128,8,8.12
5,128,16,8.17
5,128,32,8.72
5,128,64,16.52
5,128,128,23.81
5,128,256,34.55
5,128,512,37.49
5,128,1024,46.99
5,128,2048,47.98
5,128,4096,66.47
5,128,8192,82.15
5,128,16384,145.13
5,128,32768,278.18
5,128,65536,541.40
5,128,131072,1059.69
5,128,262144,2015.80
5,128,524288,3942.21
5,128,1048576,7100.42
5,176,1,3393.09
5,176,2,35.15
5,176,4,14.12
5,176,8,12.46
5,176,16,10.39
5,176,32,9.36
5,176,64,11.59
5,176,128,33.40
5,176,256,45.70
5,176,512,62.81
5,176,1024,58.57
5,176,2048,59.89
5,176,4096,75.26
5,176,8192,86.84
5,176,16384,154.03
5,176,32768,330.18
5,176,65536,669.98
5,176,131072,1096.92
5,176,262144,2049.97
5,176,524288,3842.24
5,176,1048576,7390.97
5,224,1,1532.04
5,224,2,52.35
5,224,4,22.95
5,224,8,14.63
5,224,16,11.26
5,224,32,10.52
5,224,64,74.27
5,224,128,250.09
5,224,256,241.85
5,224,512,112.91
5,224,1024,63.96
5,224,2048,104.38
5,224,4096,72.50
5,224,8192,107.52
5,224,16384,188.19
5,224,32768,334.64
5,224,65536,665.47
5,224,131072,1211.81
5,224,262144,2304.49
5,224,524288,4764.25
5,224,1048576,9128.09
5,256,1,5.04
5,256,2,4.04
5,256,4,4.03
5,256,8,12.35
5,256,16,6.75
5,256,32,18.99
5,256,64,87.95
5,256,128,22.42
5,256,256,652.32
5,256,512,113.28
5,256,1024,32.52
5,256,2048,40.11
5,256,4096,72.19
5,256,8192,115.28
5,256,16384,200.59
5,256,32768,375.60
5,256,65536,770.13
5,256,131072,1266.16
5,256,262144,2392.34
5,256,524288,5031.08
5,256,1048576,9811.99
0,2,1,2.21
0,2,2,0.28
0,2,4,0.17
0,2,8,0.20
0,2,16,0.17
0,2,32,0.20
0,2,64,0.19
0,2,128,1.39
0,2,256,8.96
0,2,512,1.55
0,2,1024,1.65
0,2,2048,1.34
0,2,4096,5.97
0,2,8192,5.33
0,2,16384,7.41
0,2,32768,14.69
0,2,65536,8.70
0,2,131072,15.15
0,2,262144,26.51
0,2,524288,48.88
0,2,1048576,95.54
0,4,1,1.02
0,4,2,0.25
0,4,4,0.21
0,4,8,0.21
0,4,16,0.19
0,4,32,1.17
0,4,64,0.90
0,4,128,2.90
0,4,256,4.93
0,4,512,2.48
0,4,1024,2.62
0,4,2048,5.06
0,4,4096,8.60
0,4,8192,11.81
0,4,16384,12.77
0,4,32768,10.86
0,4,65536,16.53
0,4,131072,24.58
0,4,262144,67.89
0,4,524288,128.98
0,4,1048576,244.82
0,8,1,0.69
0,8,2,0.83
0,8,4,1.84
0,8,8,0.62
0,8,16,1.25
0,8,32,3.19
0,8,64,1.34
0,8,128,7.12
0,8,256,6.59
0,8,512,6.97
0,8,1024,5.91
0,8,2048,12.41
0,8,4096,15.16
0,8,8192,19.60
0,8,16384,17.40
0,8,32768,39.65
0,8,65536,34.46
0,8,131072,63.27
0,8,262144,187.80
0,8,524288,353.39
0,8,1048576,734.69
0,16,1,1.17
0,16,2,0.89
0,16,4,2.39
0,16,8,0.78
0,16,16,0.62
0,16,32,0.42
0,16,64,1.11
0,16,128,10.44
0,16,256,6.10
0,16,512,8.20
0,16,1024,7.41
0,16,2048,15.66
0,16,4096,20.23
0,16,8192,27.24
0,16,16384,20.75
0,16,32768,37.16
0,16,65536,74.03
0,16,131072,141.37
0,16,262144,290.95
0,16,524288,568.95
0,16,1048576,1460.79
0,32,1,2.49
0,32,2,13.41
0,32,4,3.60
0,32,8,2.77
0,32,16,2.55
0,32,32,2.27
0,32,64,4.79
0,32,128,13.78
0,32,256,11.46
0,32,512,20.92
0,32,1024,16.92
0,32,2048,26.62
0,32,4096,32.40
0,32,8192,56.93
0,32,16384,17.81
0,32,32768,28.43
0,32,65536,61.53
0,32,131072,134.44
0,32,262144,263.73
0,32,524288,566.17
0,32,1048576,983.60
0,48,1,105.90
0,48,2,10.43
0,48,4,8.43
0,48,8,6.62
0,48,16,4.82
0,48,32,5.12
0,48,64,22.73
0,48,128,37.61
0,48,256,23.91
0,48,512,23.49
0,48,1024,30.45
0,48,2048,54.95
0,48,4096,47.31
0,48,8192,60.75
0,48,16384,31.75
0,48,32768,45.59
0,48,65536,86.37
0,48,131072,225.41
0,48,262144,406.55
0,48,524288,846.80
0,48,1048576,1526.21
0,64,1,6.54
0,64,2,20.29
0,64,4,6.45
0,64,8,3.45
0,64,16,5.18
0,64,32,5.32
0,64,64,34.30
0,64,128,17.89
0,64,256,18.01
0,64,512,20.88
0,64,1024,20.86
0,64,2048,24.12
0,64,4096,49.36
0,64,8192,62.05
0,64,16384,30.10
0,64,32768,51.34
0,64,65536,95.66
0,64,131072,184.50
0,64,262144,411.89
0,64,524288,891.20
0,64,1048576,1457.80
0,96,1,15.52
0,96,2,15.66
0,96,4,10.29
0,96,8,11.68
0,96,16,5.40
0,96,32,5.03
0,96,64,9.61
0,96,128,20.63
0,96,256,25.94
0,96,512,22.53
0,96,1024,34.68
0,96,2048,42.10
0,96,4096,46.86
0,96,8192,63.91
0,96,16384,28.36
0,96,32768,47.06
0,96,65536,87.61
0,96,131072,211.39
0,96,262144,463.68
0,96,524288,921.61
0,96,1048576,1519.03
0,128,1,3.74
0,128,2,34.14
0,128,4,10.13
0,128,8,20.87
0,128,16,18.19
0,128,32,13.13
0,128,64,12.39
0,128,128,40.44
0,128,256,36.53
0,128,512,33.26
0,128,1024,51.84
0,128,2048,53.19
0,128,4096,72.61
0,128,8192,101.44
0,128,16384,137.45
0,128,32768,276.86
0,128,65536,116.73
0,128,131072,280.01
0,128,262144,528.69
0,128,524288,1126.27
0,128,1048576,1882.95
0,176,1,333.43
0,176,2,296.83
0,176,4,7.26
0,176,8,13.63
0,176,16,13.68
0,176,32,10.90
0,176,64,63.66
0,176,128,35.17
0,176,256,44.91
0,176,512,54.70
0,176,1024,48.64
0,176,2048,53.62
0,176,4096,74.40
0,176,8192,84.80
0,176,16384,175.07
0,176,32768,312.81
0,176,65536,157.39
0,176,131072,288.36
0,176,262144,606.96
0,176,524288,1198.60
0,176,1048576,1907.37
0,224,1,498.36
0,224,2,25.42
0,224,4,10.59
0,224,8,10.04
0,224,16,12.96
0,224,32,13.54
0,224,64,128.24
0,224,128,396.46
0,224,256,238.60
0,224,512,41.73
0,224,1024,60.27
0,224,2048,74.05
0,224,4096,73.25
0,224,8192,112.93
0,224,16384,213.21
0,224,32768,352.94
0,224,65536,160.03
0,224,131072,263.76
0,224,262144,546.36
0,224,524288,1102.96
0,224,1048576,1940.21
0,256,1,6.18
0,256,2,2.35
0,256,4,1.32
0,256,8,1.51
0,256,16,0.97
0,256,32,1.54
0,256,64,1.44
0,256,128,17.13
0,256,256,39.15
0,256,512,22.34
0,256,1024,27.98
0,256,2048,37.86
0,256,4096,54.73
0,256,8192,68.72
0,256,16384,2237.04
0,256,32768,83.01
0,256,65536,131.27
0,256,131072,219.25
0,256,262144,436.87
0,256,524288,941.94
0,256,1048576,1581.97
1,2,1,0.80
1,2,2,0.18
1,2,4,0.14
1,2,8,0.17
1,2,16,0.17
1,2,32,0.16
1,2,64,0.18
1,2,128,1.44
1,2,256,9.89
1,2,512,1.54
1,2,1024,1.52
1,2,2048,1.43
1,2,4096,4.35
1,2,8192,5.22
1,2,16384,7.25
1,2,32768,9.77
1,2,65536,9.04
1,2,131072,15.88
1,2,262144,25.12
1,2,524288,49.37
1,2,1048576,87.35
1,4,1,0.60
1,4,2,0.23
1,4,4,0.17
1,4,8,0.15
1,4,16,0.15
1,4,32,0.15
1,4,64,0.16
1,4,128,2.86
1,4,256,7.22
1,4,512,2.70
1,4,1024,5.35
1,4,2048,13.84
1,4,4096,9.29
1,4,8192,11.02
1,4,16384,18.43
1,4,32768,10.07
1,4,65536,15.24
1,4,131072,23.31
1,4,262144,74.17
1,4,524288,145.92
1,4,1048576,281.16
1,8,1,0.92
1,8,2,0.96
1,8,4,1.58
1,8,8,1.02
1,8,16,1.74
1,8,32,1.54
1,8,64,11.00
1,8,128,9.74
1,8,256,8.29
1,8,512,10.27
1,8,1024,10.02
1,8,2048,12.29
1,8,4096,19.49
1,8,8192,25.60
1,8,16384,40.62
1,8,32768,25.44
1,8,65536,47.92
1,8,131072,70.13
1,8,262144,145.75
1,8,524288,329.48
1,8,1048576,720.65
1,16,1,2.47
1,16,2,1.85
1,16,4,5.62
1,16,8,2.97
1,16,16,1.78
1,16,32,0.88
1,16,64,1.83
1,16,128,14.44
1,16,256,12.24
1,16,512,18.68
1,16,1024,13.63
1,16,2048,35.18
1,16,4096,39.66
1,16,8192,46.09
1,16,16384,19.19
1,16,32768,25.93
1,16,65536,56.43
1,16,131072,106.59
1,16,262144,226.28
1,16,524288,483.07
1,16,1048576,988.29
1,32,1,3.11
1,32,2,10.78
1,32,4,3.50
1,32,8,8.59
1,32,16,7.09
1,32,32,3.70
1,32,64,21.34
1,32,128,55.58
1,32,256,43.37
1,32,512,71.02
1,32,1024,69.26
1,32,2048,111.22
1,32,4096,138.31
1,32,8192,262.28
1,32,16384,36.80
1,32,32768,63.77
1,32,65536,136.69
1,32,131072,233.79
1,32,262144,420.02
1,32,524288,885.24
1,32,1048576,1867.76
1,48,1,96.07
1,48,2,32.94
1,48,4,11.31
1,48,8,13.67
1,48,16,22.86
1,48,32,7.20
1,48,64,16.29
1,48,128,119.00
1,48,256,95.63
1,48,512,87.14
1,48,1024,118.87
1,48,2048,160.55
1,48,4096,192.72
1,48,8192,249.60
1,48,16384,68.01
1,48,32768,101.94
1,48,65536,322.00
1,48,131072,406.81
1,48,262144,963.12
1,48,524288,1851.97
1,48,1048576,3488.86
1,64,1,4.71
1,64,2,24.01
1,64,4,10.40
1,64,8,34.95
1,64,16,30.25
1,64,32,7.56
1,64,64,60.03
1,64,128,121.57
1,64,256,112.78
1,64,512,91.30
1,64,1024,102.71
1,64,2048,129.50
1,64,4096,189.56
1,64,8192,258.40
1,64,16384,64.93
1,64,32768,139.81
1,64,65536,267.84
1,64,131072,544.09
1,64,262144,1144.76
1,64,524288,2375.83
1,64,1048576,4565.75
1,96,1,29.32
1,96,2,68.78
1,96,4,17.85
1,96,8,16.49
1,96,16,35.26
1,96,32,9.25
1,96,64,13.31
1,96,128,116.87
1,96,256,138.02
1,96,512,96.41
1,96,1024,118.57
1,96,2048,176.11
1,96,4096,222.98
1,96,8192,330.21
1,96,16384,86.09
1,96,32768,194.73
1,96,65536,466.88
1,96,131072,662.92
1,96,262144,1431.74
1,96,524288,3388.62
1,96,1048576,8471.03
1,128,1,573.62
1,128,2,96.12
1,128,4,27.22
1,128,8,21.22
1,128,16,60.81
1,128,32,13.12
1,128,64,16.19
1,128,128,160.14
1,128,256,162.12
1,128,512,135.05
1,128,1024,152.07
1,128,2048,239.64
1,128,4096,306.74
1,128,8192,394.88
1,128,16384,117.56
1,128,32768,244.78
1,128,65536,620.42
1,128,131072,1428.20
1,128,262144,3151.39
1,128,524288,6377.98
1,128,1048576,12422.42
1,176,1,170.88
1,176,2,117.31
1,176,4,51.70
1,176,8,51.76
1,176,16,82.18
1,176,32,35.36
1,176,64,45.78
1,176,128,220.11
1,176,256,242.20
1,176,512,182.43
1,176,1024,229.08
1,176,2048,325.32
1,176,4096,413.10
1,176,8192,530.09
1,176,16384,99.80
1,176,32768,210.81
1,176,65536,506.50
1,176,131072,1039.34
1,176,262144,2375.15
1,176,524288,4938.01
1,176,1048576,7213.91
1,224,1,2.09
1,224,2,403.17
1,224,4,82.98
1,224,8,68.28
1,224,16,67.57
1,224,32,44.98
1,224,64,50.22
1,224,128,265.98
1,224,256,304.07
1,224,512,252.81
1,224,1024,249.28
1,224,2048,376.18
1,224,4096,532.34
1,224,8192,656.27
1,224,16384,146.36
1,224,32768,279.13
1,224,65536,545.26
1,224,131072,1101.50
1,224,262144,1842.01
1,224,524288,4641.01
1,224,1048576,9336.29
1,256,1,34.69
1,256,2,35.28
1,256,4,37.82
1,256,8,30.87
1,256,16,35.91
1,256,32,35.08
1,256,64,35.09
1,256,128,185.93
1,256,256,317.69
1,256,512,212.95
1,256,1024,267.06
1,256,2048,282.35
1,256,4096,556.18
1,256,8192,715.48
1,256,16384,187.88
1,256,32768,267.91
1,256,65536,571.30
1,256,131072,1095.27
1,256,262144,2048.34
1,256,524288,4063.16
1,256,1048576,10739.95
2,2,1,6.31
2,2,2,0.19
2,2,4,0.18
2,2,8,0.16
2,2,16,0.17
2,2,32,0.15
2,2,64,0.18
2,2,128,1.50
2,2,256,9.05
2,2,512,1.48
2,2,1024,1.89
2,2,2048,1.74
2,2,4096,4.13
2,2,8192,5.42
2,2,16384,17.28
2,2,32768,9.69
2,2,65536,9.74
2,2,131072,18.08
2,2,262144,31.18
2,2,524288,64.43
2,2,1048576,116.30
2,4,1,0.75
2,4,2,0.25
2,4,4,0.19
2,4,8,0.17
2,4,16,0.17
2,4,32,0.17
2,4,64,0.17
2,4,128,2.67
2,4,256,10.44
2,4,512,2.90
2,4,1024,6.64
2,4,2048,7.86
2,4,4096,9.82
2,4,8192,10.38
2,4,16384,3.54
2,4,32768,11.25
2,4,65536,13.98
2,4,131072,31.24
2,4,262144,45.38
2,4,524288,94.74
2,4,1048576,160.76
2,8,1,1.61
2,8,2,0.90
2,8,4,1.84
2,8,8,0.89
2,8,16,0.46
2,8,32,2.77
2,8,64,1.36
2,8,128,11.12
2,8,256,14.15
2,8,512,8.12
2,8,1024,5.39
2,8,2048,12.67
2,8,4096,15.46
2,8,8192,19.22
2,8,16384,13.16
2,8,32768,18.07
2,8,65536,31.85
2,8,131072,56.05
2,8,262144,102.41
2,8,524288,202.00
2,8,1048576,412.26
2,16,1,2.29
2,16,2,1.04
2,16,4,3.95
2,16,8,3.03
2,16,16,1.00
2,16,32,1.59
2,16,64,1.39
2,16,128,9.20
2,16,256,7.00
2,16,512,9.32
2,16,1024,8.54
2,16,2048,17.54
2,16,4096,21.55
2,16,8192,30.72
2,16,16384,19.96
2,16,32768,29.06
2,16,65536,52.80
2,16,131072,96.02
2,16,262144,213.12
2,16,524288,472.91
2,16,1048576,971.42
2,32,1,5.75
2,32,2,6.94
2,32,4,3.64
2,32,8,5.68
2,32,16,4.97
2,32,32,13.55
2,32,64,6.64
2,32,128,14.95
2,32,256,15.74
2,32,512,26.97
2,32,1024,21.15
2,32,2048,38.17
2,32,4096,41.39
2,32,8192,66.42
2,32,16384,34.30
2,32,32768,46.66
2,32,65536,90.07
2,32,131072,164.88
2,32,262144,335.15
2,32,524288,696.20
2,32,1048576,1370.45
2,48,1,202.70
2,48,2,17.84
2,48,4,10.07
2,48,8,8.09
2,48,16,9.94
2,48,32,8.48
2,48,64,48.90
2,48,128,45.45
2,48,256,36.23
2,48,512,29.48
2,48,1024,37.51
2,48,2048,71.32
2,48,4096,70.10
2,48,8192,80.41
2,48,16384,54.31
2,48,32768,71.26
2,48,65536,147.81
2,48,131072,222.65
2,48,262144,463.99
2,48,524288,894.17
2,48,1048576,1785.58
2,64,1,7.89
2,64,2,13.09
2,64,4,12.11
2,64,8,14.53
2,64,16,13.26
2,64,32,12.77
2,64,64,19.49
2,64,128,57.87
2,64,256,45.95
2,64,512,36.82
2,64,1024,42.10
2,64,2048,1607.89
2,64,4096,82.95
2,64,8192,110.00
2,64,16384,87.86
2,64,32768,82.96
2,64,65536,153.80
2,64,131072,283.84
2,64,262144,516.08
2,64,524288,1067.34
2,64,1048576,2147.66
2,96,1,8.41
2,96,2,51.48
2,96,4,16.91
2,96,8,16.72
2,96,16,18.47
2,96,32,13.13
2,96,64,30.66
2,96,128,80.17
2,96,256,58.73
2,96,512,47.16
2,96,1024,77.79
2,96,2048,77.84
2,96,4096,93.03
2,96,8192,121.22
2,96,16384,80.55
2,96,32768,111.07
2,96,65536,216.26
2,96,131072,379.51
2,96,262144,712.07
2,96,524288,1432.56
2,96,1048576,2752.80
2,128,1,12.04
2,128,2,86.54
2,128,4,20.17
2,128,8,17.61
2,128,16,25.10
2,128,32,21.18
2,128,64,101.14
2,128,128,108.80
2,128,256,88.45
2,128,512,74.69
2,128,1024,219.33
2,128,2048,116.88
2,128,4096,143.68
2,128,8192,178.93
2,128,16384,134.91
2,128,32768,156.35
2,128,65536,303.64
2,128,131072,494.61
2,128,262144,980.75
2,128,524288,1871.94
2,128,1048576,3674.47
2,176,1,2041.81
2,176,2,73.54
2,176,4,35.97
2,176,8,38.54
2,176,16,41.12
2,176,32,23.02
2,176,64,56.02
2,176,128,159.58
2,176,256,160.76
2,176,512,128.81
2,176,1024,151.41
2,176,2048,173.39
2,176,4096,227.12
2,176,8192,291.99
2,176,16384,208.28
2,176,32768,264.40
2,176,65536,419.66
2,176,131072,734.70
2,176,262144,1233.09
2,176,524288,2279.04
2,176,1048576,4411.78
2,224,1,4615.63
2,224,2,93.27
2,224,4,110.55
2,224,8,40.32
2,224,16,37.74
2,224,32,32.03
2,224,64,58.99
2,224,128,214.96
2,224,256,208.77
2,224,512,145.83
2,224,1024,156.03
2,224,2048,225.61
2,224,4096,297.40
2,224,8192,337.22
2,224,16384,260.11
2,224,32768,289.42
2,224,65536,465.54
2,224,131072,748.66
2,224,262144,1392.79
2,224,524288,2665.34
2,224,1048576,5402.88
2,256,1,23.65
2,256,2,16.41
2,256,4,14.23
2,256,8,13.01
2,256,16,15.79
2,256,32,14.15
2,256,64,12.82
2,256,128,102.27
2,256,256,241.69
2,256,512,117.36
2,256,1024,131.46
2,256,2048,142.52
2,256,4096,278.27
2,256,8192,368.68
2,256,16384,309.03
2,256,32768,303.17
2,256,65536,486.34
2,256,131072,866.79
2,256,262144,1507.74
2,256,524288,2980.78
2,256,1048576,5671.32
5,2,1,1.29
5,2,2,0.18
5,2,4,0.19
5,2,8,0.15
5,2,16,0.20
5,2,32,0.15
5,2,64,0.20
5,2,128,1.77
5,2,256,7.98
5,2,512,1.37
5,2,1024,1.34
5,2,2048,1.71
5,2,4096,4.03
5,2,8192,5.16
5,2,16384,18.54
5,2,32768,8.71
5,2,65536,8.72
5,2,131072,15.76
5,2,262144,26.25
5,2,524288,52.00
5,2,1048576,88.86
5,4,1,0.50
5,4,2,0.27
5,4,4,0.20
5,4,8,0.22
5,4,16,0.21
5,4,32,0.24
5,4,64,0.79
5,4,128,3.02
5,4,256,8.64
5,4,512,2.34
5,4,1024,4.94
5,4,2048,5.04
5,4,4096,8.73
5,4,8192,9.47
5,4,16384,197.79
5,4,32768,14.11
5,4,65536,17.67
5,4,131072,22.36
5,4,262144,42.45
5,4,524288,77.15
5,4,1048576,156.87
5,8,1,0.83
5,8,2,0.87
5,8,4,3.99
5,8,8,0.83
5,8,16,0.85
5,8,32,3.12
5,8,64,1.75
5,8,128,7.41
5,8,256,5.35
5,8,512,5.90
5,8,1024,6.02
5,8,2048,16.58
5,8,4096,15.07
5,8,8192,20.05
5,8,16384,15.28
5,8,32768,23.50
5,8,65536,47.49
5,8,131072,64.92
5,8,262144,123.73
5,8,524288,254.04
5,8,1048576,467.15
5,16,1,2.18
5,16,2,1.16
5,16,4,2.99
5,16,8,6.50
5,16,16,1.21
5,16,32,1.80
5,16,64,1.48
5,16,128,9.60
5,16,256,6.17
5,16,512,8.94
5,16,1024,8.61
5,16,2048,16.55
5,16,4096,22.11
5,16,8192,27.18
5,16,16384,22.15
5,16,32768,34.76
5,16,65536,72.27
5,16,131072,140.62
5,16,262144,283.89
5,16,524288,564.56
5,16,1048576,1069.63
5,32,1,3.21
5,32,2,19.01
5,32,4,2.71
5,32,8,4.27
5,32,16,2.86
5,32,32,3.40
5,32,64,5.28
5,32,128,13.64
5,32,256,12.62
5,32,512,21.46
5,32,1024,18.77
5,32,2048,30.47
5,32,4096,36.92
5,32,8192,45.00
5,32,16384,41.25
5,32,32768,68.23
5,32,65536,134.23
5,32,131072,285.94
5,32,262144,559.84
5,32,524288,1080.32
5,32,1048576,2123.44
5,48,1,336.91
5,48,2,19.69
5,48,4,11.56
5,48,8,6.52
5,48,16,10.12
5,48,32,6.48
5,48,64,20.17
5,48,128,50.06
5,48,256,31.27
5,48,512,23.43
5,48,1024,43.15
5,48,2048,40.79
5,48,4096,55.03
5,48,8192,71.10
5,48,16384,64.00
5,48,32768,104.94
5,48,65536,193.21
5,48,131072,394.45
5,48,262144,773.61
5,48,524288,1433.16
5,48,1048576,2770.14
5,64,1,10.76
5,64,2,23.63
5,64,4,6.22
5,64,8,7.94
5,64,16,7.00
5,64,32,4.22
5,64,64,19.57
5,64,128,22.26
5,64,256,25.66
5,64,512,22.85
5,64,1024,25.64
5,64,2048,34.22
5,64,4096,52.88
5,64,8192,68.39
5,64,16384,82.25
5,64,32768,121.23
5,64,65536,222.32
