Algorithm,Processors,Size(bytes),Avg_Latency(us)
1,4,1048576,233.51
1,8,1,1.84
1,8,2,1.01
1,8,4,1.42
1,8,8,1.08
1,8,16,2.48
1,8,32,2.71
1,8,64,1.72
1,8,128,18.73
1,8,256,8.97
1,8,512,11.75
1,8,1024,6.75
1,8,2048,16.32
1,8,4096,18.15
1,8,8192,21.03
1,8,16384,32.81
1,8,32768,24.21
1,8,65536,40.71
1,8,131072,69.06
1,8,262144,138.37
1,8,524288,303.28
1,8,1048576,629.89
1,16,1,1.82
1,16,2,1.57
1,16,4,5.81
1,16,8,3.61
1,16,16,1.76
1,16,32,1.00
1,16,64,1.62
1,16,128,14.00
1,16,256,11.31
1,16,512,16.64
1,16,1024,13.53
1,16,2048,28.29
1,16,4096,34.58
1,16,8192,43.34
1,16,16384,15.14
1,16,32768,21.77
1,16,65536,61.60
1,16,131072,110.60
1,16,262144,233.94
1,16,524288,497.42
1,16,1048576,968.24
1,32,1,9.73
1,32,2,19.83
1,32,4,4.90
1,32,8,10.38
1,32,16,7.56
1,32,32,3.83
1,32,64,16.47
1,32,128,57.31
1,32,256,46.09
1,32,512,75.14
1,32,1024,60.76
1,32,2048,122.73
1,32,4096,129.16
1,32,8192,185.42
1,32,16384,43.00
1,32,32768,63.43
1,32,65536,122.65
1,32,131072,250.48
1,32,262144,550.09
1,32,524288,1164.92
1,32,1048576,2121.21
1,48,1,375.31
1,48,2,30.46
1,48,4,8.26
1,48,8,11.60
1,48,16,16.30
1,48,32,7.60
1,48,64,13.41
1,48,128,93.39
1,48,256,77.55
1,48,512,63.87
1,48,1024,92.69
1,48,2048,196.46
1,48,4096,153.11
1,48,8192,204.78
1,48,16384,53.29
1,48,32768,90.68
1,48,65536,183.97
1,48,131072,416.13
1,48,262144,882.57
1,48,524288,1597.81
1,48,1048576,3071.69
1,64,1,5.98
1,64,2,21.72
1,64,4,11.71
1,64,8,22.27
1,64,16,35.74
1,64,32,5.14
1,64,64,71.15
1,64,128,85.03
1,64,256,81.39
1,64,512,64.22
1,64,1024,66.26
1,64,2048,97.80
1,64,4096,139.93
1,64,8192,188.48
1,64,16384,86.19
1,64,32768,121.67
1,64,65536,260.36
1,64,131072,555.67
1,64,262144,1100.28
1,64,524288,2431.17
1,64,1048576,4474.47
1,96,1,20.89
1,96,2,115.32
1,96,4,20.21
1,96,8,24.33
1,96,16,36.13
1,96,32,8.89
1,96,64,11.78
1,96,128,138.67
1,96,256,140.04
1,96,512,100.12
1,96,1024,124.07
1,96,2048,195.39
1,96,4096,335.49
1,96,8192,272.63
1,96,16384,96.79
1,96,32768,169.12
1,96,65536,419.65
1,96,131072,909.54
1,96,262144,1900.32
1,96,524288,4002.43
1,96,1048576,6495.64
1,128,1,14.14
1,128,2,193.59
1,128,4,64.65
1,128,8,61.52
1,128,16,69.03
1,128,32,22.35
1,128,64,14.08
1,128,128,148.27
1,128,256,216.75
1,128,512,121.81
1,128,1024,156.24
1,128,2048,229.89
1,128,4096,317.63
1,128,8192,378.07
1,128,16384,105.13
1,128,32768,272.13
1,128,65536,611.61
1,128,131072,1311.12
1,128,262144,3282.99
1,128,524288,6797.18
1,128,1048576,12244.76
1,176,1,30.97
1,176,2,202.19
1,176,4,262.37
1,176,8,60.20
1,176,16,53.82
1,176,32,32.79
1,176,64,52.76
1,176,128,200.07
1,176,256,222.60
1,176,512,176.46
1,176,1024,204.04
1,176,2048,341.63
1,176,4096,402.49
1,176,8192,501.51
1,176,16384,99.04
1,176,32768,201.58
1,176,65536,486.12
1,176,131072,1065.59
1,176,262144,2909.01
1,176,524288,4733.63
1,176,1048576,6811.70
1,224,1,2.01
1,224,2,412.83
1,224,4,54.55
1,224,8,149.28
1,224,16,75.06
1,224,32,60.03
1,224,64,76.80
1,224,128,217.95
1,224,256,293.73
1,224,512,234.47
1,224,1024,234.66
1,224,2048,321.16
1,224,4096,511.56
1,224,8192,636.91
1,224,16384,115.50
1,224,32768,292.32
1,224,65536,589.72
1,224,131072,988.30
1,224,262144,2196.83
1,224,524288,4308.69
1,224,1048576,8416.27
1,256,1,30.46
1,256,2,32.96
1,256,4,37.58
1,256,8,33.78
1,256,16,36.94
1,256,32,35.61
1,256,64,34.93
1,256,128,183.24
1,256,256,324.87
1,256,512,218.05
1,256,1024,287.46
1,256,2048,273.45
1,256,4096,501.52
1,256,8192,694.72
1,256,16384,234.23
1,256,32768,250.16
1,256,65536,584.73
1,256,131072,1197.16
1,256,262144,2053.24
1,256,524288,4400.73
1,256,1048576,10609.12
2,2,1,4.96
2,2,2,0.30
2,2,4,0.18
2,2,8,0.17
2,2,16,0.18
2,2,32,0.16
2,2,64,0.22
2,2,128,1.50
2,2,256,8.29
2,2,512,1.37
2,2,1024,1.46
2,2,2048,1.42
2,2,4096,4.62
2,2,8192,5.32
2,2,16384,6.65
2,2,32768,9.15
2,2,65536,8.33
2,2,131072,13.43
2,2,262144,22.90
2,2,524288,46.74
2,2,1048576,79.71
2,4,1,0.47
2,4,2,0.28
2,4,4,0.19
2,4,8,0.17
2,4,16,0.18
2,4,32,1.32
2,4,64,0.18
2,4,128,3.33
2,4,256,4.32
2,4,512,2.89
2,4,1024,3.37
2,4,2048,5.09
2,4,4096,9.26
2,4,8192,12.39
2,4,16384,3.89
2,4,32768,10.98
2,4,65536,14.46
2,4,131072,24.06
2,4,262144,41.19
2,4,524288,85.73
2,4,1048576,162.67
2,8,1,14.74
2,8,2,0.84
2,8,4,1.98
2,8,8,0.92
2,8,16,1.54
2,8,32,7.79
2,8,64,1.78
2,8,128,14.36
2,8,256,6.28
2,8,512,8.06
2,8,1024,5.29
2,8,2048,12.82
2,8,4096,14.55
2,8,8192,18.85
2,8,16384,11.22
2,8,32768,17.40
2,8,65536,41.04
2,8,131072,65.56
2,8,262144,114.49
2,8,524288,212.11
2,8,1048576,419.44
2,16,1,17.34
2,16,2,1.40
2,16,4,4.11
2,16,8,3.14
2,16,16,1.11
2,16,32,1.53
2,16,64,1.45
2,16,128,9.29
2,16,256,7.41
2,16,512,9.61
2,16,1024,8.40
2,16,2048,17.01
2,16,4096,22.57
2,16,8192,30.28
2,16,16384,20.05
2,16,32768,27.61
2,16,65536,49.20
2,16,131072,111.24
2,16,262144,205.40
2,16,524288,479.32
2,16,1048576,981.74
2,32,1,2.45
2,32,2,13.13
2,32,4,2.61
2,32,8,11.72
2,32,16,4.83
2,32,32,4.27
2,32,64,6.62
2,32,128,15.13
2,32,256,12.38
2,32,512,24.50
2,32,1024,16.84
2,32,2048,39.12
2,32,4096,37.43
2,32,8192,45.69
2,32,16384,31.97
2,32,32768,43.65
2,32,65536,81.99
2,32,131072,159.54
2,32,262144,331.30
2,32,524288,643.50
2,32,1048576,1248.89
2,48,1,109.25
2,48,2,22.15
2,48,4,10.54
2,48,8,15.35
2,48,16,9.00
2,48,32,8.56
2,48,64,47.97
2,48,128,47.43
2,48,256,36.40
2,48,512,32.44
2,48,1024,39.20
2,48,2048,60.64
2,48,4096,72.56
2,48,8192,87.40
2,48,16384,58.31
2,48,32768,79.51
2,48,65536,143.91
2,48,131072,241.26
2,48,262144,478.57
2,48,524288,964.08
2,48,1048576,1845.19
2,64,1,6.24
2,64,2,15.45
2,64,4,16.05
2,64,8,16.18
2,64,16,11.35
2,64,32,11.00
2,64,64,21.96
2,64,128,59.11
2,64,256,43.64
2,64,512,36.48
2,64,1024,39.38
2,64,2048,47.72
2,64,4096,79.47
2,64,8192,98.43
2,64,16384,75.27
2,64,32768,82.41
2,64,65536,145.71
2,64,131072,280.77
2,64,262144,558.39
2,64,524288,1107.79
2,64,1048576,2195.49
2,96,1,10.19
2,96,2,53.94
2,96,4,18.24
2,96,8,19.63
2,96,16,29.26
2,96,32,23.14
2,96,64,30.90
2,96,128,88.82
2,96,256,74.99
2,96,512,63.59
2,96,1024,82.81
2,96,2048,99.05
2,96,4096,138.49
2,96,8192,163.26
2,96,16384,97.76
2,96,32768,148.71
2,96,65536,253.21
2,96,131072,394.89
2,96,262144,783.56
2,96,524288,1539.11
2,96,1048576,3047.97
2,128,1,23.41
2,128,2,64.12
2,128,4,55.84
2,128,8,22.97
2,128,16,43.42
2,128,32,15.62
2,128,64,18.91
2,128,128,104.59
2,128,256,122.61
2,128,512,74.32
2,128,1024,93.00
2,128,2048,125.08
2,128,4096,143.27
2,128,8192,200.71
2,128,16384,120.62
2,128,32768,154.77
2,128,65536,274.76
2,128,131072,486.05
2,128,262144,930.03
2,128,524288,1866.84
2,128,1048576,3734.03
2,176,1,4598.52
2,176,2,65.40
2,176,4,27.56
2,176,8,31.03
2,176,16,40.32
2,176,32,26.68
2,176,64,118.64
2,176,128,231.34
2,176,256,160.94
2,176,512,121.86
2,176,1024,141.52
2,176,2048,199.41
2,176,4096,232.53
2,176,8192,270.51
2,176,16384,218.74
2,176,32768,242.30
2,176,65536,380.54
2,176,131072,669.78
2,176,262144,1161.01
2,176,524288,2218.30
2,176,1048576,4490.51
2,224,1,4826.20
2,224,2,148.00
2,224,4,40.43
2,224,8,38.83
2,224,16,37.80
2,224,32,50.78
2,224,64,86.78
2,224,128,240.89
2,224,256,160.23
2,224,512,188.55
2,224,1024,163.97
2,224,2048,208.69
2,224,4096,276.42
2,224,8192,344.87
2,224,16384,341.31
2,224,32768,342.40
2,224,65536,510.35
2,224,131072,799.37
2,224,262144,1477.52
2,224,524288,2747.05
2,224,1048576,5457.03
2,256,1,20.13
2,256,2,21.23
2,256,4,11.71
2,256,8,9.62
2,256,16,15.77
2,256,32,12.80
2,256,64,23.34
2,256,128,94.51
2,256,256,236.59
2,256,512,110.82
2,256,1024,130.71
2,256,2048,141.43
2,256,4096,262.21
2,256,8192,340.20
2,256,16384,311.53
2,256,32768,300.32
2,256,65536,470.51
2,256,131072,916.89
2,256,262144,1632.91
2,256,524288,2989.57
2,256,1048576,5463.24
5,2,1,8.77
5,2,2,0.17
5,2,4,0.18
5,2,8,0.18
5,2,16,0.20
5,2,32,0.18
5,2,64,0.19
5,2,128,1.65
5,2,256,8.60
5,2,512,1.43
5,2,1024,1.58
5,2,2048,1.77
5,2,4096,8.71
5,2,8192,4.80
5,2,16384,17.01
5,2,32768,6.95
5,2,65536,8.40
5,2,131072,13.50
5,2,262144,23.26
5,2,524288,44.74
5,2,1048576,81.32
5,4,1,0.58
5,4,2,0.38
5,4,4,0.23
5,4,8,0.22
5,4,16,0.21
5,4,32,0.22
5,4,64,0.80
5,4,128,3.24
5,4,256,10.78
5,4,512,2.67
5,4,1024,4.70
5,4,2048,4.90
5,4,4096,8.81
5,4,8192,11.32
5,4,16384,5.96
5,4,32768,13.38
5,4,65536,14.60
5,4,131072,21.74
5,4,262144,39.25
5,4,524288,75.83
5,4,1048576,143.11
5,8,1,598.84
5,8,2,1.04
5,8,4,0.54
5,8,8,0.71
5,8,16,0.61
5,8,32,3.70
5,8,64,1.64
5,8,128,7.26
5,8,256,5.81
5,8,512,6.16
5,8,1024,8.24
5,8,2048,9.84
5,8,4096,15.13
5,8,8192,17.91
5,8,16384,17.31
5,8,32768,26.62
5,8,65536,39.20
5,8,131072,62.45
5,8,262144,113.45
5,8,524288,216.41
5,8,1048576,412.14
5,16,1,1.85
5,16,2,1.24
5,16,4,3.48
5,16,8,3.40
5,16,16,1.19
5,16,32,1.77
5,16,64,1.37
5,16,128,9.52
5,16,256,6.03
5,16,512,8.75
5,16,1024,8.64
5,16,2048,16.62
5,16,4096,20.51
5,16,8192,26.85
5,16,16384,23.77
5,16,32768,39.25
5,16,65536,73.29
5,16,131072,139.57
5,16,262144,275.04
5,16,524288,541.02
5,16,1048576,1019.46
5,32,1,3.95
5,32,2,7.98
5,32,4,4.04
5,32,8,5.40
5,32,16,3.60
5,32,32,3.18
5,32,64,6.49
5,32,128,17.50
5,32,256,12.78
5,32,512,25.61
5,32,1024,19.87
5,32,2048,32.62
5,32,4096,42.18
5,32,8192,51.24
5,32,16384,38.19
5,32,32768,78.16
5,32,65536,135.30
5,32,131072,284.82
5,32,262144,575.52
5,32,524288,1068.73
5,32,1048576,2038.59
5,48,1,112.74
5,48,2,28.92
5,48,4,9.95
5,48,8,7.39
5,48,16,10.31
5,48,32,7.61
5,48,64,10.61
5,48,128,51.09
5,48,256,30.60
5,48,512,23.12
5,48,1024,63.08
5,48,2048,42.36
5,48,4096,55.87
5,48,8192,74.66
5,48,16384,67.31
5,48,32768,113.14
5,48,65536,213.97
5,48,131072,395.49
5,48,262144,777.23
5,48,524288,1435.54
5,48,1048576,2969.35
5,64,1,5.81
5,64,2,27.99
5,64,4,7.11
5,64,8,7.82
5,64,16,10.12
5,64,32,6.47
5,64,64,12.94
5,64,128,23.57
5,64,256,29.15
5,64,512,25.30
5,64,1024,31.82
5,64,2048,34.46
5,64,4096,57.02
5,64,8192,75.42
5,64,16384,70.95
5,64,32768,115.42
5,64,65536,222.60
5,64,131072,474.30
5,64,262144,921.93
5,64,524288,1764.60
5,64,1048576,3051.93
5,96,1,8.52
5,96,2,29.07
5,96,4,13.74
5,96,8,8.02
5,96,16,9.77
5,96,32,8.54
5,96,64,29.96
5,96,128,25.69
5,96,256,28.79
5,96,512,29.06
5,96,1024,41.65
5,96,2048,44.12
5,96,4096,50.97
5,96,8192,72.15
5,96,16384,106.42
5,96,32768,192.96
5,96,65536,391.72
5,96,131072,748.09
5,96,262144,1479.01
5,96,524288,2675.01
5,96,1048576,4630.47
5,128,1,6.16
5,128,2,26.33
5,128,4,11.90
5,128,8,10.37
5,128,16,10.99
5,128,32,9.99
5,128,64,41.76
5,128,128,26.86
5,128,256,42.59
5,128,512,35.69
5,128,1024,48.62
5,128,2048,49.12
5,128,4096,65.29
5,128,8192,179.23
5,128,16384,148.49
5,128,32768,271.91
5,128,65536,542.65
5,128,131072,1051.11
5,128,262144,2040.53
5,128,524288,3767.87
5,128,1048576,6969.17
5,176,1,1786.31
5,176,2,42.25
5,176,4,11.35
5,176,8,18.81
5,176,16,8.01
5,176,32,8.28
5,176,64,307.33
5,176,128,29.50
5,176,256,58.60
5,176,512,50.83
5,176,1024,50.67
5,176,2048,51.47
5,176,4096,69.30
5,176,8192,88.61
5,176,16384,177.13
5,176,32768,330.30
5,176,65536,619.41
5,176,131072,1089.35
5,176,262144,1985.47
5,176,524288,3755.11
5,176,1048576,7324.87
5,224,1,2094.81
5,224,2,24.78
5,224,4,11.58
5,224,8,12.01
5,224,16,24.71
5,224,32,14.43
5,224,64,127.86
5,224,128,512.70
5,224,256,278.80
5,224,512,79.13
5,224,1024,71.02
5,224,2048,68.77
5,224,4096,88.65
5,224,8192,101.83
5,224,16384,182.79
5,224,32768,357.47
5,224,65536,696.85
5,224,131072,1169.85
5,224,262144,2278.71
5,224,524288,4472.77
5,224,1048576,8770.11
5,256,1,5.17
5,256,2,4.55
5,256,4,12.13
5,256,8,12.15
5,256,16,7.22
5,256,32,14.72
5,256,64,69.74
5,256,128,25.77
5,256,256,1195.96
5,256,512,63.30
5,256,1024,34.74
5,256,2048,39.50
5,256,4096,70.13
5,256,8192,120.01
5,256,16384,192.70
5,256,32768,359.05
5,256,65536,726.73
5,256,131072,1225.00
5,256,262144,2135.86
5,256,524288,4934.13
5,256,1048576,9749.42
0,2,1,6.63
0,2,2,0.20
0,2,4,0.20
0,2,8,0.17
0,2,16,0.16
0,2,32,0.16
0,2,64,0.20
0,2,128,1.64
0,2,256,8.87
0,2,512,1.51
0,2,1024,1.41
0,2,2048,1.42
0,2,4096,4.57
0,2,8192,5.85
0,2,16384,7.58
0,2,32768,16.36
0,2,65536,8.28
0,2,131072,14.29
0,2,262144,24.32
0,2,524288,47.80
0,2,1048576,83.03
0,4,1,1.57
0,4,2,0.33
0,4,4,0.24
0,4,8,0.22
0,4,16,0.23
0,4,32,0.22
0,4,64,0.30
0,4,128,2.89
0,4,256,6.60
0,4,512,2.90
0,4,1024,5.23
0,4,2048,7.72
0,4,4096,8.73
0,4,8192,10.84
0,4,16384,9.63
0,4,32768,12.61
0,4,65536,14.71
0,4,131072,24.63
0,4,262144,67.05
0,4,524288,135.02
0,4,1048576,228.95
0,8,1,8.56
0,8,2,1.01
0,8,4,1.29
0,8,8,0.62
0,8,16,1.08
0,8,32,1.80
0,8,64,1.02
0,8,128,16.49
0,8,256,5.19
0,8,512,9.76
0,8,1024,5.83
0,8,2048,14.90
0,8,4096,17.17
0,8,8192,17.58
0,8,16384,16.54
0,8,32768,40.59
0,8,65536,39.98
0,8,131072,66.50
0,8,262144,137.15
0,8,524288,298.12
0,8,1048576,639.11
0,16,1,1.04
0,16,2,1.08
0,16,4,4.42
0,16,8,1.58
0,16,16,0.72
0,16,32,0.45
0,16,64,1.15
0,16,128,8.46
0,16,256,5.32
0,16,512,7.05
0,16,1024,8.11
0,16,2048,17.61
0,16,4096,19.45
0,16,8192,27.33
0,16,16384,22.55
0,16,32768,40.57
0,16,65536,71.34
0,16,131072,140.80
0,16,262144,285.90
0,16,524288,565.21
0,16,1048576,1554.50
0,32,1,2.29
0,32,2,14.41
0,32,4,2.63
0,32,8,4.05
0,32,16,2.97
0,32,32,2.54
0,32,64,4.56
0,32,128,12.33
0,32,256,9.14
0,32,512,15.19
0,32,1024,14.13
0,32,2048,26.75
0,32,4096,28.05
0,32,8192,32.01
0,32,16384,18.85
0,32,32768,28.91
0,32,65536,53.84
0,32,131072,122.80
0,32,262144,260.04
0,32,524288,570.11
0,32,1048576,945.62
0,48,1,113.50
0,48,2,13.50
0,48,4,7.60
0,48,8,4.72
0,48,16,6.11
0,48,32,6.39
0,48,64,32.93
0,48,128,35.20
0,48,256,21.21
0,48,512,20.33
0,48,1024,30.93
0,48,2048,36.22
0,48,4096,47.06
0,48,8192,65.24
0,48,16384,38.01
0,48,32768,46.46
0,48,65536,90.88
0,48,131072,199.65
0,48,262144,362.33
0,48,524288,669.88
0,48,1048576,1285.04
0,64,1,5.07
0,64,2,15.16
0,64,4,5.74
0,64,8,6.35
0,64,16,9.19
0,64,32,4.32
0,64,64,50.18
0,64,128,16.65
0,64,256,18.59
0,64,512,22.95
0,64,1024,19.05
0,64,2048,24.70
0,64,4096,47.45
0,64,8192,57.93
0,64,16384,37.83
0,64,32768,58.78
0,64,65536,92.72
0,64,131072,205.18
0,64,262144,416.80
0,64,524288,909.99
0,64,1048576,1478.94
0,96,1,4.09
0,96,2,20.77
0,96,4,17.66
0,96,8,9.92
0,96,16,4.64
0,96,32,6.02
0,96,64,9.27
0,96,128,19.53
0,96,256,28.46
0,96,512,25.00
0,96,1024,36.57
0,96,2048,47.77
0,96,4096,48.66
0,96,8192,76.52
0,96,16384,29.93
0,96,32768,56.95
0,96,65536,117.27
0,96,131072,213.95
0,96,262144,478.49
0,96,524288,1007.00
0,96,1048576,1818.31
0,128,1,2.65
0,128,2,37.76
0,128,4,10.91
0,128,8,10.60
0,128,16,8.47
0,128,32,9.80
0,128,64,14.07
0,128,128,23.98
0,128,256,38.33
0,128,512,31.86
0,128,1024,47.74
0,128,2048,48.44
0,128,4096,65.57
0,128,8192,85.74
0,128,16384,136.15
0,128,32768,289.80
0,128,65536,125.62
0,128,131072,254.77
0,128,262144,537.59
0,128,524288,1140.82
0,128,1048576,1935.39
0,176,1,2094.69
0,176,2,23.74
0,176,4,7.02
0,176,8,17.89
0,176,16,8.33
0,176,32,14.21
0,176,64,57.33
0,176,128,33.57
0,176,256,40.83
0,176,512,54.44
0,176,1024,48.49
0,176,2048,77.53
0,176,4096,77.87
0,176,8192,85.82
0,176,16384,260.78
0,176,32768,321.53
0,176,65536,161.87
0,176,131072,277.25
0,176,262144,590.42
0,176,524288,1201.17
0,176,1048576,2009.19
0,224,1,444.04
0,224,2,20.65
0,224,4,11.21
0,224,8,13.40
0,224,16,9.92
0,224,32,10.44
0,224,64,181.43
0,224,128,41.12
0,224,256,482.00
0,224,512,44.45
0,224,1024,75.08
0,224,2048,72.98
0,224,4096,71.70
0,224,8192,121.23
0,224,16384,243.83
0,224,32768,315.35
0,224,65536,145.23
0,224,131072,271.68
0,224,262144,549.28
0,224,524288,1109.47
0,224,1048576,1914.23
0,256,1,5.90
0,256,2,2.46
0,256,4,1.67
0,256,8,2.68
0,256,16,1.20
0,256,32,2.20
0,256,64,1.96
0,256,128,19.77
0,256,256,31.49
0,256,512,24.35
0,256,1024,30.20
0,256,2048,40.88
0,256,4096,70.40
0,256,8192,74.21
0,256,16384,4991.04
0,256,32768,83.85
0,256,65536,137.21
0,256,131072,209.86
0,256,262144,444.46
0,256,524288,906.59
0,256,1048576,1880.45
1,2,1,402.15
1,2,2,0.15
1,2,4,0.19
1,2,8,0.15
1,2,16,0.17
1,2,32,0.15
1,2,64,0.18
1,2,128,1.41
1,2,256,9.39
1,2,512,1.56
1,2,1024,1.28
1,2,2048,1.32
1,2,4096,4.22
1,2,8192,4.93
1,2,16384,7.05
1,2,32768,9.23
1,2,65536,8.82
1,2,131072,14.02
1,2,262144,25.08
1,2,524288,49.49
1,2,1048576,87.66
1,4,1,0.48
1,4,2,0.28
1,4,4,0.17
1,4,8,0.15
1,4,16,0.16
1,4,32,0.16
1,4,64,0.14
1,4,128,3.03
1,4,256,5.88
1,4,512,2.70
1,4,1024,2.83
1,4,2048,5.39
1,4,4096,8.07
1,4,8192,10.47
1,4,16384,25.21
1,4,32768,10.38
1,4,65536,14.93
1,4,131072,25.35
1,4,262144,74.41
1,4,524288,135.62
1,4,1048576,246.06
1,8,1,1.04
1,8,2,0.89
1,8,4,0.94
1,8,8,0.82
1,8,16,0.88
1,8,32,1.55
1,8,64,1.84
1,8,128,10.03
1,8,256,6.61
1,8,512,10.16
1,8,1024,10.66
1,8,2048,14.62
1,8,4096,17.70
1,8,8192,26.11
1,8,16384,37.36
1,8,32768,24.55
1,8,65536,40.13
1,8,131072,67.87
1,8,262144,147.72
1,8,524288,316.35
1,8,1048576,660.69
1,16,1,1.18
1,16,2,2.55
1,16,4,5.14
1,16,8,3.04
1,16,16,0.82
1,16,32,0.92
1,16,64,1.52
1,16,128,14.88
1,16,256,11.29
1,16,512,17.12
1,16,1024,13.29
1,16,2048,28.38
1,16,4096,41.45
1,16,8192,44.60
1,16,16384,16.78
1,16,32768,29.35
1,16,65536,62.39
1,16,131072,108.09
1,16,262144,216.99
1,16,524288,479.84
1,16,1048576,858.17
1,32,1,1.88
1,32,2,20.59
1,32,4,3.75
1,32,8,4.81
1,32,16,4.28
1,32,32,3.69
1,32,64,9.35
1,32,128,31.03
1,32,256,26.15
1,32,512,39.57
1,32,1024,39.74
1,32,2048,60.22
1,32,4096,72.38
1,32,8192,93.28
1,32,16384,31.11
1,32,32768,56.86
1,32,65536,113.99
1,32,131072,247.98
1,32,262144,496.63
1,32,524288,932.47
1,32,1048576,1889.56
1,48,1,116.28
1,48,2,37.98
1,48,4,13.40
1,48,8,14.11
1,48,16,16.35
1,48,32,7.26
1,48,64,19.54
1,48,128,122.70
1,48,256,88.60
1,48,512,81.48
1,48,1024,109.00
1,48,2048,151.12
1,48,4096,298.17
1,48,8192,250.66
1,48,16384,54.47
1,48,32768,825.34
1,48,65536,195.92
1,48,131072,415.44
1,48,262144,910.29
1,48,524288,1848.55
1,48,1048576,3442.40
1,64,1,5.44
1,64,2,45.56
1,64,4,11.48
1,64,8,26.88
1,64,16,39.61
1,64,32,6.98
1,64,64,86.54
1,64,128,116.58
1,64,256,126.33
1,64,512,92.00
1,64,1024,101.48
1,64,2048,132.57
1,64,4096,195.16
1,64,8192,250.23
1,64,16384,102.26
1,64,32768,125.84
1,64,65536,259.16
1,64,131072,556.01
1,64,262144,1177.74
1,64,524288,2438.72
1,64,1048576,5043.06
1,96,1,7.48
1,96,2,115.68
1,96,4,35.40
1,96,8,27.22
1,96,16,63.63
1,96,32,16.26
1,96,64,13.80
1,96,128,105.29
1,96,256,119.80
1,96,512,96.68
1,96,1024,125.68
1,96,2048,170.24
1,96,4096,297.52
1,96,8192,278.00
1,96,16384,104.70
1,96,32768,183.88
1,96,65536,405.47
1,96,131072,890.82
1,96,262144,1760.41
1,96,524288,3891.93
1,96,1048576,8794.68
1,128,1,14.45
1,128,2,97.54
1,128,4,22.46
1,128,8,33.07
1,128,16,51.28
1,128,32,14.06
1,128,64,15.77
1,128,128,150.57
1,128,256,150.34
1,128,512,130.52
1,128,1024,176.46
1,128,2048,245.57
1,128,4096,302.17
1,128,8192,389.80
1,128,16384,116.30
1,128,32768,254.66
1,128,65536,610.41
1,128,131072,1525.12
1,128,262144,3008.03
1,128,524288,7180.01
1,128,1048576,12712.18
1,176,1,329.19
1,176,2,213.86
1,176,4,86.13
1,176,8,54.31
1,176,16,102.48
1,176,32,29.84
1,176,64,61.55
1,176,128,205.59
1,176,256,187.27
1,176,512,180.39
1,176,1024,214.32
1,176,2048,316.51
1,176,4096,423.01
1,176,8192,533.12
1,176,16384,105.68
1,176,32768,176.02
1,176,65536,499.63
1,176,131072,1596.81
1,176,262144,2402.56
1,176,524288,4704.75
1,176,1048576,8050.44
1,224,1,2.13
1,224,2,148.87
1,224,4,139.89
1,224,8,104.68
1,224,16,48.86
1,224,32,61.33
1,224,64,125.02
1,224,128,343.32
1,224,256,391.76
1,224,512,457.61
1,224,1024,335.81
1,224,2048,489.89
1,224,4096,685.76
1,224,8192,869.02
1,224,16384,143.13
1,224,32768,273.94
1,224,65536,712.74
1,224,131072,1279.77
1,224,262144,2453.50
1,224,524288,4924.64
1,224,1048576,9028.50
1,256,1,40.46
1,256,2,39.12
1,256,4,42.52
1,256,8,37.05
1,256,16,36.80
1,256,32,34.19
1,256,64,34.35
1,256,128,182.60
1,256,256,329.88
1,256,512,237.68
1,256,1024,281.37
1,256,2048,290.99
1,256,4096,555.29
1,256,8192,715.65
1,256,16384,181.51
1,256,32768,268.21
1,256,65536,549.23
1,256,131072,1116.12
1,256,262144,1899.81
1,256,524288,3892.69
1,256,1048576,9591.13
2,2,1,2.32
2,2,2,0.25
2,2,4,0.16
2,2,8,0.19
2,2,16,0.18
2,2,32,0.19
2,2,64,0.20
2,2,128,1.43
2,2,256,8.71
2,2,512,1.36
2,2,1024,1.30
2,2,2048,1.82
2,2,4096,8.65
2,2,8192,5.24
2,2,16384,18.37
2,2,32768,6.22
2,2,65536,8.47
2,2,131072,14.16
2,2,262144,25.56
2,2,524288,48.22
2,2,1048576,88.17
2,4,1,0.79
2,4,2,0.22
2,4,4,0.21
2,4,8,0.17
2,4,16,0.18
2,4,32,1.48
2,4,64,0.18
2,4,128,3.17
2,4,256,4.43
2,4,512,2.90
2,4,1024,4.03
2,4,2048,7.78
2,4,4096,8.25
2,4,8192,9.87
2,4,16384,3.29
2,4,32768,14.55
2,4,65536,15.30
2,4,131072,25.79
2,4,262144,48.67
2,4,524288,104.75
2,4,1048576,182.51
2,8,1,6.22
2,8,2,1.11
2,8,4,2.42
2,8,8,0.96
2,8,16,0.72
2,8,32,4.82
2,8,64,1.02
2,8,128,10.16
2,8,256,6.41
2,8,512,8.66
2,8,1024,5.44
2,8,2048,12.92
2,8,4096,14.03
2,8,8192,19.40
2,8,16384,10.04
2,8,32768,16.73
2,8,65536,33.45
2,8,131072,59.76
2,8,262144,117.48
2,8,524288,246.20
2,8,1048576,424.58
2,16,1,1.82
2,16,2,1.12
2,16,4,3.68
2,16,8,3.57
2,16,16,1.12
2,16,32,1.68
2,16,64,1.62
2,16,128,11.39
2,16,256,7.61
2,16,512,10.29
2,16,1024,8.57
2,16,2048,18.88
2,16,4096,22.45
2,16,8192,28.65
2,16,16384,19.46
2,16,32768,28.70
2,16,65536,52.89
2,16,131072,98.50
2,16,262144,215.06
2,16,524288,491.50
2,16,1048576,986.05
2,32,1,4.50
2,32,2,9.03
2,32,4,3.50
2,32,8,9.76
2,32,16,4.78
2,32,32,2.68
2,32,64,6.75
2,32,128,13.75
