Algorithm,Processors,Size(bytes),Avg_Latency(us)
2,24,64,168.26
2,24,128,54.97
2,24,256,61.71
2,24,512,44.36
2,24,1024,63.06
2,24,2048,81.11
2,24,4096,137.94
2,24,8192,176.25
2,24,16384,101.98
2,24,32768,107.49
2,24,65536,171.15
2,24,131072,277.76
2,24,262144,489.47
2,24,524288,958.76
2,24,1048576,1823.17
2,48,1,1888.23
2,48,2,15.25
2,48,4,20.74
2,48,8,19.63
2,48,16,14.16
2,48,32,10.33
2,48,64,10.21
2,48,128,67.32
2,48,256,46.97
2,48,512,73.19
2,48,1024,79.26
2,48,2048,146.37
2,48,4096,140.95
2,48,8192,191.88
2,48,16384,101.34
2,48,32768,111.24
2,48,65536,168.39
2,48,131072,285.16
2,48,262144,507.19
2,48,524288,957.79
2,48,1048576,1909.76
5,2,1,1474.19
5,2,2,0.59
5,2,4,0.65
5,2,8,0.55
5,2,16,0.50
5,2,32,0.80
5,2,64,0.75
5,2,128,15.82
5,2,256,23.41
5,2,512,6.78
5,2,1024,6.85
5,2,2048,6.98
5,2,4096,31.34
5,2,8192,27.04
5,2,16384,11.65
5,2,32768,41.08
5,2,65536,16.86
5,2,131072,25.49
5,2,262144,43.04
5,2,524288,98.79
5,2,1048576,166.04
5,4,1,4.96
5,4,2,1.20
5,4,4,0.80
5,4,8,1.00
5,4,16,0.85
5,4,32,4.44
5,4,64,0.94
5,4,128,12.72
5,4,256,13.17
5,4,512,12.73
5,4,1024,13.29
5,4,2048,26.33
5,4,4096,44.16
5,4,8192,53.85
5,4,16384,22.50
5,4,32768,40.43
5,4,65536,54.11
5,4,131072,67.77
5,4,262144,118.66
5,4,524288,227.87
5,4,1048576,425.87
5,8,1,5.38
5,8,2,1.74
5,8,4,20.25
5,8,8,1.78
5,8,16,1.61
5,8,32,1.89
5,8,64,2.02
5,8,128,21.81
5,8,256,20.73
5,8,512,20.78
5,8,1024,40.17
5,8,2048,53.75
5,8,4096,63.16
5,8,8192,102.69
5,8,16384,37.61
5,8,32768,46.70
5,8,65536,76.45
5,8,131072,129.14
5,8,262144,239.66
5,8,524288,452.98
5,8,1048576,904.17
5,12,1,518.98
5,12,2,5.88
5,12,4,9.13
5,12,8,7.64
5,12,16,6.41
5,12,32,4.57
5,12,64,7.79
5,12,128,33.23
5,12,256,105.68
5,12,512,64.58
5,12,1024,55.34
5,12,2048,75.59
5,12,4096,93.72
5,12,8192,107.40
5,12,16384,47.61
5,12,32768,58.41
5,12,65536,104.55
5,12,131072,157.22
5,12,262144,294.41
5,12,524288,562.73
5,12,1048576,1123.48
5,16,1,7.34
5,16,2,3.08
5,16,4,11.35
5,16,8,16.77
5,16,16,2.55
5,16,32,3.43
5,16,64,3.38
5,16,128,36.94
5,16,256,25.82
5,16,512,39.40
5,16,1024,34.82
5,16,2048,75.21
5,16,4096,90.33
5,16,8192,124.92
5,16,16384,52.41
5,16,32768,64.01
5,16,65536,107.76
5,16,131072,190.89
5,16,262144,359.05
5,16,524288,708.91
5,16,1048576,1336.74
5,24,1,121.83
5,24,2,17.55
5,24,4,14.37
5,24,8,11.14
5,24,16,12.60
5,24,32,34.62
5,24,64,124.78
5,24,128,44.62
5,24,256,53.10
5,24,512,39.63
5,24,1024,54.21
5,24,2048,63.10
5,24,4096,475.50
5,24,8192,154.42
5,24,16384,71.06
5,24,32768,86.06
5,24,65536,139.79
5,24,131072,2845.71
5,24,262144,442.39
5,24,524288,879.31
5,24,1048576,1657.14
5,48,1,4636.26
5,48,2,234.16
5,48,4,13.12
5,48,8,18.22
5,48,16,21.22
5,48,32,10.57
5,48,64,15.22
5,48,128,50.23
5,48,256,40.85
5,48,512,61.25
5,48,1024,68.64
5,48,2048,145.32
5,48,4096,127.79
5,48,8192,168.03
5,48,16384,93.80
5,48,32768,117.13
5,48,65536,184.68
5,48,131072,353.01
5,48,262144,671.98
5,48,524288,1268.65
5,48,1048576,2423.02
0,2,1,1187.56
0,2,2,0.61
0,2,4,0.59
0,2,8,0.59
0,2,16,0.69
0,2,32,0.91
0,2,64,0.67
0,2,128,7.01
0,2,256,23.28
0,2,512,6.65
0,2,1024,6.95
0,2,2048,26.11
0,2,4096,20.14
0,2,8192,27.54
0,2,16384,61.19
0,2,32768,23.71
0,2,65536,16.46
0,2,131072,25.53
0,2,262144,45.48
0,2,524288,89.36
0,2,1048576,165.14
0,4,1,2.30
0,4,2,0.88
0,4,4,0.82
0,4,8,0.71
0,4,16,0.84
0,4,32,0.80
0,4,64,4.30
0,4,128,12.84
0,4,256,56.63
0,4,512,13.11
0,4,1024,25.86
0,4,2048,26.25
0,4,4096,50.81
0,4,8192,69.82
0,4,16384,100.29
0,4,32768,30.72
0,4,65536,44.88
0,4,131072,65.55
0,4,262144,116.04
0,4,524288,268.32
0,4,1048576,566.15
0,8,1,2.37
0,8,2,1.88
0,8,4,5.74
0,8,8,4.50
0,8,16,1.43
0,8,32,1.95
0,8,64,1.77
0,8,128,22.65
0,8,256,21.47
0,8,512,21.95
0,8,1024,32.62
0,8,2048,38.78
0,8,4096,64.60
0,8,8192,97.34
0,8,16384,37.22
0,8,32768,35.12
0,8,65536,80.74
0,8,131072,118.58
0,8,262144,246.47
0,8,524288,510.58
0,8,1048576,970.75
0,12,1,1442.02
0,12,2,5.15
0,12,4,9.95
0,12,8,8.19
0,12,16,6.14
0,12,32,4.87
0,12,64,3.55
0,12,128,26.62
0,12,256,57.01
0,12,512,38.45
0,12,1024,37.22
0,12,2048,62.13
0,12,4096,87.79
0,12,8192,122.32
0,12,16384,42.35
0,12,32768,58.12
0,12,65536,96.35
0,12,131072,183.30
0,12,262144,404.99
0,12,524288,733.40
0,12,1048576,1465.23
0,16,1,7.46
0,16,2,1.78
0,16,4,15.32
0,16,8,7.58
0,16,16,1.24
0,16,32,1.10
0,16,64,1.81
0,16,128,37.05
0,16,256,26.44
0,16,512,63.72
0,16,1024,32.91
0,16,2048,78.48
0,16,4096,83.39
0,16,8192,106.35
0,16,16384,49.66
0,16,32768,62.92
0,16,65536,106.04
0,16,131072,199.82
0,16,262144,373.48
0,16,524288,744.74
0,16,1048576,1873.29
0,24,1,119.81
0,24,2,8.37
0,24,4,9.60
0,24,8,5.94
0,24,16,10.18
0,24,32,5.38
0,24,64,40.65
0,24,128,50.45
0,24,256,67.47
0,24,512,37.72
0,24,1024,57.02
0,24,2048,65.09
0,24,4096,121.77
0,24,8192,133.41
0,24,16384,57.35
0,24,32768,86.35
0,24,65536,157.80
0,24,131072,280.38
0,24,262144,570.97
0,24,524288,1050.86
0,24,1048576,2660.06
0,48,1,1551.44
0,48,2,29.60
0,48,4,6.51
0,48,8,8.13
0,48,16,15.87
0,48,32,7.54
0,48,64,11.03
0,48,128,39.35
0,48,256,34.96
0,48,512,983.85
0,48,1024,50.79
0,48,2048,117.48
0,48,4096,88.21
0,48,8192,110.73
0,48,16384,48.11
0,48,32768,347.76
0,48,65536,118.51
0,48,131072,216.89
0,48,262144,397.62
0,48,524288,846.34
0,48,1048576,2387.72
1,2,1,33.81
1,2,2,0.51
1,2,4,2.36
1,2,8,0.45
1,2,16,0.43
1,2,32,0.74
1,2,64,0.64
1,2,128,7.14
1,2,256,23.49
1,2,512,6.84
1,2,1024,6.56
1,2,2048,6.92
1,2,4096,20.11
1,2,8192,38.75
1,2,16384,61.09
1,2,32768,23.58
1,2,65536,18.70
1,2,131072,27.57
1,2,262144,45.02
1,2,524288,109.09
1,2,1048576,165.56
1,4,1,3.31
1,4,2,0.65
1,4,4,0.64
1,4,8,0.50
1,4,16,0.54
1,4,32,4.41
1,4,64,0.49
1,4,128,14.11
1,4,256,14.46
1,4,512,14.08
1,4,1024,21.84
1,4,2048,26.47
1,4,4096,43.42
1,4,8192,57.64
1,4,16384,71.48
1,4,32768,30.87
1,4,65536,45.84
1,4,131072,64.72
1,4,262144,140.03
1,4,524288,263.98
1,4,1048576,530.54
1,8,1,31.81
1,8,2,1.96
1,8,4,8.44
1,8,8,2.32
1,8,16,1.42
1,8,32,1.98
1,8,64,2.27
1,8,128,25.30
1,8,256,28.11
1,8,512,29.46
1,8,1024,47.02
1,8,2048,60.47
1,8,4096,76.88
1,8,8192,109.20
1,8,16384,41.89
1,8,32768,41.10
1,8,65536,72.78
1,8,131072,126.41
1,8,262144,248.08
1,8,524288,567.94
1,8,1048576,1036.33
1,12,1,110.86
1,12,2,5.22
1,12,4,13.30
1,12,8,4.65
1,12,16,6.13
1,12,32,4.43
1,12,64,4.80
1,12,128,41.39
1,12,256,83.82
1,12,512,87.38
1,12,1024,71.09
1,12,2048,102.71
1,12,4096,128.33
1,12,8192,153.52
1,12,16384,44.88
1,12,32768,52.84
1,12,65536,214.43
1,12,131072,184.30
1,12,262144,479.53
1,12,524288,879.95
1,12,1048576,1462.89
1,16,1,11.76
1,16,2,2.71
1,16,4,30.58
1,16,8,16.66
1,16,16,2.94
1,16,32,1.25
1,16,64,2.99
1,16,128,63.32
1,16,256,48.42
1,16,512,78.31
1,16,1024,59.58
1,16,2048,123.16
1,16,4096,190.07
1,16,8192,208.44
1,16,16384,63.36
1,16,32768,84.06
1,16,65536,140.96
1,16,131072,301.34
1,16,262144,554.20
1,16,524288,1046.69
1,16,1048576,2121.90
1,24,1,110.21
1,24,2,26.55
1,24,4,11.98
1,24,8,12.50
1,24,16,11.16
1,24,32,10.60
1,24,64,19.63
1,24,128,87.57
1,24,256,110.63
1,24,512,90.46
1,24,1024,115.57
1,24,2048,164.57
1,24,4096,242.54
1,24,8192,322.55
1,24,16384,61.35
1,24,32768,114.52
1,24,65536,205.92
1,24,131072,408.22
1,24,262144,806.82
1,24,524288,1605.67
1,24,1048576,2977.82
1,48,1,65.56
1,48,2,27.49
1,48,4,38.01
1,48,8,28.48
1,48,16,21.44
1,48,32,10.35
1,48,64,20.97
1,48,128,135.81
1,48,256,131.69
1,48,512,126.38
1,48,1024,182.75
1,48,2048,381.40
1,48,4096,344.03
1,48,8192,520.42
1,48,16384,52.91
1,48,32768,92.51
1,48,65536,183.03
1,48,131072,323.21
1,48,262144,667.72
1,48,524288,1358.93
1,48,1048576,2581.62
2,2,1,1499.19
2,2,2,0.71
2,2,4,0.58
2,2,8,0.62
2,2,16,0.56
2,2,32,0.73
2,2,64,0.84
2,2,128,7.04
2,2,256,21.93
2,2,512,6.82
2,2,1024,6.97
2,2,2048,7.00
2,2,4096,20.07
2,2,8192,27.16
2,2,16384,11.54
2,2,32768,47.20
2,2,65536,16.51
2,2,131072,25.22
2,2,262144,42.47
2,2,524288,88.71
2,2,1048576,166.32
2,4,1,4.36
2,4,2,0.78
2,4,4,0.68
2,4,8,0.62
2,4,16,0.86
2,4,32,0.86
2,4,64,0.78
2,4,128,14.76
2,4,256,30.96
2,4,512,14.65
2,4,1024,19.65
2,4,2048,26.33
2,4,4096,47.85
2,4,8192,57.79
2,4,16384,15.83
2,4,32768,23.16
2,4,65536,40.80
2,4,131072,60.60
2,4,262144,114.47
2,4,524288,221.53
2,4,1048576,436.10
2,8,1,2.62
2,8,2,1.79
2,8,4,6.34
2,8,8,4.55
2,8,16,3.95
2,8,32,1.82
2,8,64,3.66
2,8,128,20.93
2,8,256,21.21
2,8,512,23.58
2,8,1024,35.81
2,8,2048,49.33
2,8,4096,62.37
2,8,8192,88.49
2,8,16384,38.95
2,8,32768,39.50
2,8,65536,66.33
2,8,131072,125.84
2,8,262144,225.11
2,8,524288,430.30
2,8,1048576,865.79
2,12,1,208.77
2,12,2,4.90
2,12,4,54.39
2,12,8,12.52
2,12,16,5.26
2,12,32,4.83
2,12,64,56.26
2,12,128,27.51
2,12,256,58.17
2,12,512,62.14
2,12,1024,45.74
2,12,2048,70.60
2,12,4096,97.94
2,12,8192,115.12
2,12,16384,43.43
2,12,32768,56.99
2,12,65536,95.53
2,12,131072,177.62
2,12,262144,300.18
2,12,524288,559.40
2,12,1048576,1133.70
2,16,1,5.64
2,16,2,2.55
2,16,4,14.64
2,16,8,14.03
2,16,16,2.00
2,16,32,11.41
2,16,64,3.33
2,16,128,40.20
2,16,256,41.11
2,16,512,42.90
2,16,1024,33.99
2,16,2048,79.02
2,16,4096,92.08
2,16,8192,147.80
2,16,16384,58.77
2,16,32768,86.46
2,16,65536,118.72
2,16,131072,218.63
2,16,262144,409.83
2,16,524288,735.01
2,16,1048576,1511.62
2,24,1,135.01
2,24,2,22.07
2,24,4,13.24
2,24,8,7.34
2,24,16,12.54
2,24,32,7.67
2,24,64,68.38
2,24,128,43.93
2,24,256,63.16
2,24,512,42.64
2,24,1024,66.01
2,24,2048,83.72
2,24,4096,3092.16
2,24,8192,175.28
2,24,16384,83.07
2,24,32768,99.70
2,24,65536,164.95
2,24,131072,300.08
2,24,262144,501.60
2,24,524288,925.02
2,24,1048576,1918.69
2,48,1,1558.90
2,48,2,28.14
2,48,4,22.73
2,48,8,17.54
2,48,16,14.64
2,48,32,10.32
2,48,64,11.27
2,48,128,58.81
2,48,256,46.67
2,48,512,71.74
2,48,1024,74.79
2,48,2048,153.75
2,48,4096,143.06
2,48,8192,195.40
2,48,16384,102.56
2,48,32768,113.51
2,48,65536,172.79
2,48,131072,277.91
2,48,262144,497.91
2,48,524288,955.45
2,48,1048576,1890.93
5,2,1,1441.22
5,2,2,0.65
5,2,4,0.56
5,2,8,0.67
5,2,16,0.68
5,2,32,0.81
5,2,64,0.73
5,2,128,6.73
5,2,256,23.14
5,2,512,6.61
5,2,1024,6.93
5,2,2048,7.17
5,2,4096,30.98
5,2,8192,27.05
5,2,16384,11.43
5,2,32768,41.20
5,2,65536,16.08
5,2,131072,24.66
5,2,262144,42.28
5,2,524288,79.55
5,2,1048576,165.43
5,4,1,2.94
5,4,2,0.87
5,4,4,0.84
5,4,8,0.90
5,4,16,0.79
5,4,32,0.91
5,4,64,4.54
5,4,128,12.82
5,4,256,21.16
5,4,512,13.35
5,4,1024,26.34
5,4,2048,26.74
5,4,4096,46.90
5,4,8192,54.34
5,4,16384,23.15
5,4,32768,31.00
5,4,65536,57.73
5,4,131072,66.80
5,4,262144,126.45
5,4,524288,230.33
5,4,1048576,438.16
5,8,1,4.66
5,8,2,1.74
5,8,4,21.26
5,8,8,1.60
5,8,16,1.63
5,8,32,1.88
5,8,64,1.79
5,8,128,38.04
5,8,256,21.35
5,8,512,20.91
5,8,1024,39.71
5,8,2048,52.99
5,8,4096,64.25
5,8,8192,111.70
5,8,16384,39.29
5,8,32768,43.97
5,8,65536,73.75
5,8,131072,130.93
5,8,262144,233.20
5,8,524288,437.19
5,8,1048576,894.96
5,12,1,920.04
5,12,2,5.27
5,12,4,9.18
5,12,8,7.82
5,12,16,7.44
5,12,32,4.50
5,12,64,7.99
5,12,128,34.31
5,12,256,81.06
5,12,512,63.61
5,12,1024,53.68
5,12,2048,76.62
5,12,4096,89.54
5,12,8192,107.65
5,12,16384,51.33
5,12,32768,57.70
5,12,65536,91.55
5,12,131072,206.55
5,12,262144,300.38
5,12,524288,559.16
5,12,1048576,1104.03
5,16,1,6.48
5,16,2,3.06
5,16,4,14.28
5,16,8,15.15
5,16,16,2.25
5,16,32,3.36
5,16,64,3.63
5,16,128,46.31
5,16,256,25.81
5,16,512,38.72
5,16,1024,35.97
5,16,2048,75.71
5,16,4096,90.87
5,16,8192,123.42
5,16,16384,51.49
5,16,32768,64.16
5,16,65536,117.85
5,16,131072,198.47
5,16,262144,362.26
5,16,524288,709.41
5,16,1048576,1304.65
5,24,1,120.18
5,24,2,16.74
5,24,4,8.20
5,24,8,24.21
5,24,16,6.50
5,24,32,10.85
5,24,64,241.17
5,24,128,44.08
5,24,256,52.64
5,24,512,42.04
5,24,1024,52.89
5,24,2048,65.87
5,24,4096,119.10
5,24,8192,147.77
5,24,16384,66.92
5,24,32768,85.71
5,24,65536,139.13
5,24,131072,247.13
5,24,262144,461.35
5,24,524288,868.99
5,24,1048576,1651.11
5,48,1,2441.75
5,48,2,28.59
5,48,4,11.49
5,48,8,20.34
5,48,16,22.97
5,48,32,52.09
5,48,64,13.59
5,48,128,41.74
5,48,256,41.53
5,48,512,81.74
5,48,1024,69.17
5,48,2048,147.49
5,48,4096,400.03
5,48,8192,174.31
5,48,16384,90.13
5,48,32768,124.23
5,48,65536,178.59
5,48,131072,321.61
5,48,262144,13086.48
5,48,524288,1531.81
5,48,1048576,2308.17
0,2,1,1126.37
0,2,2,0.71
0,2,4,0.72
0,2,8,0.60
0,2,16,0.60
0,2,32,0.97
0,2,64,0.73
0,2,128,7.27
0,2,256,23.32
0,2,512,6.74
0,2,1024,7.25
0,2,2048,7.08
0,2,4096,20.04
0,2,8192,27.01
0,2,16384,62.17
0,2,32768,22.61
0,2,65536,16.30
0,2,131072,25.48
0,2,262144,46.22
0,2,524288,88.53
0,2,1048576,164.48
0,4,1,5.19
0,4,2,1.08
0,4,4,0.78
0,4,8,0.75
0,4,16,0.98
0,4,32,4.14
0,4,64,0.92
0,4,128,14.00
0,4,256,18.95
0,4,512,13.27
0,4,1024,13.47
0,4,2048,27.35
0,4,4096,48.80
0,4,8192,60.14
0,4,16384,68.93
0,4,32768,30.77
0,4,65536,45.66
0,4,131072,64.44
0,4,262144,134.91
0,4,524288,263.08
0,4,1048576,558.45
0,8,1,7.75
0,8,2,1.89
0,8,4,5.92
0,8,8,4.73
0,8,16,1.51
0,8,32,2.14
0,8,64,1.59
0,8,128,20.91
0,8,256,65.08
0,8,512,21.78
0,8,1024,31.71
0,8,2048,38.78
0,8,4096,64.14
0,8,8192,94.81
0,8,16384,35.41
0,8,32768,39.28
0,8,65536,66.59
0,8,131072,117.88
0,8,262144,246.14
0,8,524288,491.07
0,8,1048576,987.46
0,12,1,469.69
0,12,2,4.24
0,12,4,9.21
0,12,8,8.42
0,12,16,6.56
0,12,32,5.26
0,12,64,3.69
0,12,128,28.23
0,12,256,56.05
0,12,512,26.95
0,12,1024,37.17
0,12,2048,60.88
0,12,4096,86.83
0,12,8192,122.35
0,12,16384,47.41
0,12,32768,57.48
0,12,65536,56.01
0,12,131072,156.21
0,12,262144,352.30
0,12,524288,693.75
0,12,1048576,1322.70
0,16,1,2.54
0,16,2,2.86
0,16,4,15.52
0,16,8,7.29
0,16,16,1.22
0,16,32,1.07
0,16,64,2.52
0,16,128,37.09
0,16,256,26.87
0,16,512,37.86
0,16,1024,33.00
0,16,2048,77.94
0,16,4096,85.07
0,16,8192,111.48
0,16,16384,47.98
0,16,32768,63.52
0,16,65536,123.13
0,16,131072,199.24
0,16,262144,388.46
0,16,524288,751.34
0,16,1048576,1732.32
0,24,1,118.32
0,24,2,8.04
0,24,4,3.25
0,24,8,5.78
0,24,16,12.08
0,24,32,3.34
0,24,64,17.34
0,24,128,39.71
0,24,256,61.74
0,24,512,37.34
0,24,1024,54.84
0,24,2048,68.37
0,24,4096,170.08
0,24,8192,132.18
0,24,16384,61.57
0,24,32768,87.14
0,24,65536,150.05
0,24,131072,550.86
0,24,262144,537.11
0,24,524288,1101.26
0,24,1048576,3497.01
0,48,1,127.90
0,48,2,33.80
0,48,4,6.97
0,48,8,8.48
0,48,16,17.89
0,48,32,8.70
0,48,64,10.96
0,48,128,38.85
0,48,256,43.04
0,48,512,45.41
0,48,1024,50.18
0,48,2048,85.67
0,48,4096,84.00
0,48,8192,109.58
0,48,16384,48.74
0,48,32768,72.94
0,48,65536,115.95
0,48,131072,234.53
0,48,262144,405.43
0,48,524288,793.14
0,48,1048576,1520.66
1,2,1,38.29
1,2,2,0.47
1,2,4,0.49
1,2,8,0.52
1,2,16,0.53
1,2,32,0.52
1,2,64,0.72
1,2,128,7.28
1,2,256,23.20
1,2,512,6.83
1,2,1024,7.29
1,2,2048,7.12
1,2,4096,19.85
1,2,8192,26.84
1,2,16384,82.97
1,2,32768,24.25
1,2,65536,17.99
1,2,131072,26.76
1,2,262144,45.23
1,2,524288,88.23
1,2,1048576,183.39
1,4,1,1.59
1,4,2,0.71
1,4,4,0.64
1,4,8,0.50
1,4,16,0.56
1,4,32,4.30
1,4,64,0.68
1,4,128,14.10
1,4,256,22.86
1,4,512,14.19
1,4,1024,14.65
1,4,2048,26.05
1,4,4096,48.89
1,4,8192,60.27
1,4,16384,72.71
1,4,32768,30.61
1,4,65536,45.24
1,4,131072,64.78
1,4,262144,135.17
1,4,524288,268.91
1,4,1048576,532.44
1,8,1,7.47
1,8,2,1.68
1,8,4,8.36
1,8,8,5.00
1,8,16,1.44
1,8,32,2.59
1,8,64,2.06
1,8,128,16.57
1,8,256,28.76
1,8,512,31.02
1,8,1024,58.31
1,8,2048,60.99
1,8,4096,78.33
1,8,8192,114.79
1,8,16384,33.68
1,8,32768,33.65
1,8,65536,65.38
1,8,131072,125.07
1,8,262144,308.07
1,8,524288,509.72
1,8,1048576,1001.10
1,12,1,127.13
1,12,2,4.82
1,12,4,13.80
1,12,8,4.33
1,12,16,5.46
1,12,32,5.85
1,12,64,5.47
1,12,128,42.91
1,12,256,84.00
1,12,512,100.67
1,12,1024,70.15
1,12,2048,109.36
1,12,4096,156.98
1,12,8192,153.33
1,12,16384,33.19
1,12,32768,60.23
1,12,65536,110.75
1,12,131072,198.94
1,12,262144,363.11
1,12,524288,774.38
1,12,1048576,1427.36
1,16,1,3.31
1,16,2,2.97
1,16,4,28.47
1,16,8,22.21
1,16,16,3.56
1,16,32,1.19
1,16,64,3.06
1,16,128,60.47
1,16,256,48.06
1,16,512,78.60
1,16,1024,58.83
1,16,2048,134.08
1,16,4096,155.35
1,16,8192,203.20
1,16,16384,52.58
1,16,32768,74.93
1,16,65536,145.46
1,16,131072,282.00
1,16,262144,555.19
1,16,524288,1078.07
1,16,1048576,2054.61
1,24,1,114.15
1,24,2,28.77
1,24,4,9.36
1,24,8,10.38
1,24,16,9.93
1,24,32,10.88
1,24,64,19.94
1,24,128,85.06
1,24,256,107.62
1,24,512,84.73
1,24,1024,113.23
1,24,2048,152.01
1,24,4096,229.84
1,24,8192,335.04
1,24,16384,66.17
1,24,32768,115.46
1,24,65536,219.32
1,24,131072,420.93
1,24,262144,811.38
1,24,524288,1591.35
1,24,1048576,2686.30
1,48,1,67.05
1,48,2,21.60
1,48,4,34.43
1,48,8,25.99
1,48,16,22.53
1,48,32,8.92
1,48,64,22.49
1,48,128,121.34
1,48,256,97.12
1,48,512,188.28
1,48,1024,190.92
1,48,2048,380.38
1,48,4096,366.23
1,48,8192,491.59
1,48,16384,63.40
1,48,32768,93.38
1,48,65536,173.39
1,48,131072,342.72
1,48,262144,671.54
1,48,524288,1287.56
1,48,1048576,2519.94
2,2,1,180.70
2,2,2,0.68
2,2,4,0.63
2,2,8,0.78
2,2,16,0.59
2,2,32,0.88
2,2,64,0.77
2,2,128,6.61
2,2,256,22.75
2,2,512,6.44
2,2,1024,6.82
2,2,2048,7.11
2,2,4096,32.41
2,2,8192,26.94
2,2,16384,11.64
2,2,32768,41.43
2,2,65536,16.56
2,2,131072,25.15
2,2,262144,42.75
2,2,524288,79.57
2,2,1048576,179.65
2,4,1,2.27
2,4,2,0.69
2,4,4,0.59
2,4,8,0.72
2,4,16,0.88
2,4,32,0.59
2,4,64,0.59
2,4,128,14.77
2,4,256,20.40
2,4,512,14.33
2,4,1024,15.12
2,4,2048,26.28
2,4,4096,42.76
2,4,8192,57.34
2,4,16384,14.34
2,4,32768,21.72
2,4,65536,41.80
2,4,131072,61.33
2,4,262144,104.94
2,4,524288,235.85
2,4,1048576,435.56
2,8,1,5.52
2,8,2,1.87
2,8,4,6.44
2,8,8,4.57
2,8,16,4.01
2,8,32,1.87
2,8,64,3.86
2,8,128,22.09
2,8,256,21.65
2,8,512,23.62
2,8,1024,37.30
2,8,2048,49.20
2,8,4096,62.30
2,8,8192,88.57
2,8,16384,37.93
2,8,32768,38.82
2,8,65536,65.89
2,8,131072,165.91
2,8,262144,227.45
2,8,524288,444.55
2,8,1048576,882.11
2,12,1,2926.64
2,12,2,4.71
2,12,4,8.80
2,12,8,7.28
2,12,16,5.16
2,12,32,4.54
2,12,64,14.15
2,12,128,26.31
2,12,256,68.57
2,12,512,51.86
2,12,1024,45.40
2,12,2048,67.95
2,12,4096,97.65
2,12,8192,106.74
2,12,16384,43.78
2,12,32768,55.64
2,12,65536,94.43
2,12,131072,161.38
2,12,262144,303.77
2,12,524288,546.86
2,12,1048576,1109.53
2,16,1,7.06
2,16,2,2.71
2,16,4,15.03
2,16,8,25.73
2,16,16,2.03
2,16,32,7.30
2,16,64,3.15
2,16,128,34.45
2,16,256,42.68
2,16,512,45.15
2,16,1024,34.29
2,16,2048,78.88
2,16,4096,104.41
2,16,8192,123.79
2,16,16384,59.55
2,16,32768,85.65
2,16,65536,119.42
2,16,131072,224.03
2,16,262144,383.53
2,16,524288,730.02
2,16,1048576,1481.97
2,24,1,1040.31
2,24,2,27.82
2,24,4,8.35
2,24,8,6.65
2,24,16,11.09
2,24,32,8.20
2,24,64,115.94
2,24,128,1319.02
2,24,256,68.69
2,24,512,43.87
2,24,1024,65.45
2,24,2048,83.96
2,24,4096,354.87
2,24,8192,173.45
2,24,16384,86.68
2,24,32768,1891.81
2,24,65536,156.92
2,24,131072,266.72
2,24,262144,558.20
2,24,524288,964.04
2,24,1048576,1910.55
2,48,1,2350.07
2,48,2,12.31
2,48,4,43.17
2,48,8,20.44
2,48,16,14.95
2,48,32,9.41
2,48,64,10.67
2,48,128,53.18
2,48,256,49.27
2,48,512,100.98
2,48,1024,74.81
2,48,2048,146.15
2,48,4096,140.56
2,48,8192,192.46
2,48,16384,102.03
2,48,32768,111.50
2,48,65536,166.95
2,48,131072,284.40
2,48,262144,500.34
2,48,524288,960.88
2,48,1048576,1900.15
5,2,1,1480.57
5,2,2,0.62
5,2,4,0.55
5,2,8,0.51
5,2,16,0.65
5,2,32,0.69
5,2,64,0.67
5,2,128,20.36
5,2,256,23.49
5,2,512,6.43
5,2,1024,7.04
5,2,2048,7.09
5,2,4096,31.45
5,2,8192,27.22
5,2,16384,11.16
5,2,32768,41.64
5,2,65536,16.67
5,2,131072,25.20
5,2,262144,42.92
5,2,524288,93.98
5,2,1048576,163.10
5,4,1,4.39
5,4,2,1.02
5,4,4,0.86
5,4,8,0.69
5,4,16,0.78
5,4,32,0.80
5,4,64,4.46
5,4,128,13.30
5,4,256,28.79
5,4,512,13.23
5,4,1024,26.26
5,4,2048,26.75
5,4,4096,45.51
5,4,8192,53.90
5,4,16384,23.11
5,4,32768,30.81
5,4,65536,50.39
5,4,131072,66.19
5,4,262144,133.03
5,4,524288,236.55
5,4,1048576,417.57
5,8,1,5.52
5,8,2,1.64
5,8,4,6.26
5,8,8,1.98
5,8,16,1.55
5,8,32,1.97
5,8,64,1.66
5,8,128,21.97
5,8,256,39.33
5,8,512,20.66
5,8,1024,40.51
5,8,2048,53.25
5,8,4096,76.04
5,8,8192,98.36
5,8,16384,39.08
5,8,32768,43.18
5,8,65536,75.28
5,8,131072,129.38
5,8,262144,243.32
5,8,524288,446.75
5,8,1048576,877.36
5,12,1,2754.49
5,12,2,5.65
5,12,4,9.38
5,12,8,7.38
5,12,16,6.15
5,12,32,4.58
5,12,64,8.00
5,12,128,32.30
5,12,256,72.42
5,12,512,64.37
5,12,1024,55.59
5,12,2048,96.91
5,12,4096,89.13
5,12,8192,107.35
5,12,16384,47.58
5,12,32768,65.51
5,12,65536,92.81
5,12,131072,157.05
5,12,262144,288.72
5,12,524288,554.11
5,12,1048576,1106.98
5,16,1,5.38
5,16,2,2.91
5,16,4,17.39
5,16,8,15.84
5,16,16,2.26
5,16,32,2.96
5,16,64,2.78
5,16,128,36.14
5,16,256,26.64
5,16,512,39.35
5,16,1024,35.93
5,16,2048,86.69
5,16,4096,91.73
5,16,8192,134.02
5,16,16384,51.48
5,16,32768,62.65
5,16,65536,106.70
5,16,131072,203.51
5,16,262144,366.37
